Wall time,Step,Value
1751856403.850962,162,0
1751856406.5559638,163,0
1751856504.3364813,214,0
1751856680.9345322,306,0
1751856695.3435354,313,0
1751856824.4630485,381,0
1751856872.684594,406,0
1751856885.5365973,412,0
1751856911.8301165,425,0
1751856930.281629,434,0
1751856969.5785725,452,0
1751857048.9887347,483,0
1751857117.048248,510,0
1751857146.4997592,522,0
1751857227.425188,553,0
1751857269.957185,570,0
1751857372.2204533,607,0
1751857520.458538,660,0
1751857614.4985695,694,0
1751857789.1573887,758,0
1751858040.4865458,844,0
1751858087.200615,861,0
1751858326.432836,940,0
1751859338.3249948,1226,0
1751860261.3170598,1481,0
1751860378.480042,1522,0
1751860499,1563,0
1751860545.0205586,1579,0
1751860709.785557,1634,0
1751862018.9472039,1946,0
1751862337.2077045,2023,0
1751862521.7122478,2076,0
1751862792.677122,2149,0
1751862918.581928,2177,0
1751863161.2354538,2232,0
1751863940.5413318,2384,0
1751864251.7896032,2449,0
1751864455.960631,2492,0
1751864851.2781699,2573,0
1751865005.1401713,2607,0.025
1751865224.5311706,2651,0.024390242993831635
1751866218.064958,2838,0.023809524
1751866646.7504764,2923,0.023255813866853714
1751866820.3674839,2959,0.045454547
1751867249.4139915,3027,0.06666667
1751867410.770013,3052,0.065217391
1751868081.7572794,3151,0.08510638
1751868386.9150116,3198,0.1041666641831398
1751868580.1923585,3228,0.12244898080825806
1751868838.2909036,3267,0.14000000059604645
1751869355.3664193,3345,0.1599999964237213
1751869544.4684184,3374,0.18000000715255737
1751869797.293939,3413,0.20000000298023224
1751870107,3459,0.2199999988079071
1751871012.761593,3586,0.23999999463558197
1751871885.372093,3704,0.25999999046325684
1751872063.268123,3730,0.2800000011920929
1751872287.757791,3762,0.30000001192092896
1751873178.7742987,3882,0.3199999928474426
1751873438.7924852,3920,0.3400000035762787
1751873794.809488,3973,0.36000001430511475
1751874097.4405208,4018,0.3799999952316284
1751874496.5545416,4079,0.4000000059604645
1751874710.2545683,4112,0.41999998688697815
1751875126.6740863,4173,0.4399999976158142
1751875573.9099185,4239,0.46000000834465027
1751875813.9098656,4275,0.47999998927116394
1751876689.8157918,4397,0.5
1751878157.8106875,4589,0.5199999809265137
1751878813.691069,4684,0.5400000214576721
1751879184.703019,4741,0.5600000023841858
1751879731.847456,4823,0.5799999833106995
1751879913.0239823,4851,0.6000000238418579
1751880109.1487997,4879,0.6000000238418579
1751880301.4030888,4908,0.6200000047683716
1751880988.9287453,5005,0.6399999856948853
1751881597.1253965,5093,0.6600000262260437
1751881997.4299443,5152,0.6800000071525574
1751882369.707605,5207,0.699999988
1751882621.2247937,5245,0.7200000286102295
1751884044.2222924,5431,0.7400000095367432
1751884626.5537193,5515,0.7599999904632568
1751884972,5567,0.7799999713897705
1751885325.7758813,5621,0.800000012
1751885753.1054306,5687,0.8199999928474426
1751886839.853512,5837,0.8399999737739563
1751887071.8651164,5872,0.8600000143051147
1751887525.9095738,5939,0.8799999952316284
1751887916.5932772,5996,0.8999999761581421
1751889235.1759093,6167,0.8999999761581421
