Wall time,Step,Value
1746002295.7096107,42,-2.4817562103271484
1746002296.7454684,45,-1.5908302068710327
1746002305.8484015,71,3.5249204635620117
1746002313.9437993,94,6.216526985168457
1746002339.5881724,167,18.14537811279297
1746002361.6387248,229,20.64429473876953
1746002363.4208941,234,21.486875534057617
1746002370.8957107,255,26.168556213378906
1746002377.317276,273,29.93966293334961
1746002389.687523,308,35.32329559326172
1746002390.3897097,310,36.146209716796875
1746002393.2377722,318,37.792266845703125
1746002455.5730696,474,59.58086395263672
1746002504.4659195,536,72.88203430175781
1746002575.8843043,579,77.63153076171875
1746002594.2990267,586,77.26713562011719
1746002724.1673856,634,78.53195190429688
1746002758.245258,647,81.81913757324219
1746002931.6514268,714,84.29356384277344
1746002953.245183,722,84.56864166259766
1746003121.2970142,785,93.43771362304688
1746003165.281196,802,95.51587677001953
1746003180.7096317,808,94.9353256225586
1746003252.7128644,836,99.33711242675781
1746003603.4378128,971,109.09198760986328
1746003712.5758615,1014,123.20750427246094
1746003868.168759,1066,130.54986572265625
1746004067.989926,1104,131.49203491210938
1746004558.1000373,1180,130.53530883789062
1746005079.0760827,1261,134.51641845703125
1746005427.6999316,1316,141.64959716796875
1746005445.471206,1319,144.35357666015625
1746005534.4238129,1333,142.4197540283203
1746005561.164176,1337,140.306884765625
1746005875.2811673,1385,141.05567932128906
1746005924.7946606,1392,141.31106567382812
1746006212.2184331,1436,142.74691772460938
1746006410.1957445,1466,138.3821258544922
1746006944.889498,1552,153.21836853027344
1746007147.6214583,1584,149.08473205566406
1746007801.3819041,1691,129.6956329345703
1746008058.2811363,1734,146.9520263671875
1746008076.2324727,1737,144.8688201904297
1746008732.050337,1844,148.16049194335938
1746008924.446874,1877,159.67312622070312
1746009154.878608,1917,147.967529296875
1746009325.9713538,1947,148.62181091308594
1746009817.054369,2036,154.59408569335938
1746010166.6650984,2096,152.90957641601562
1746010678.192656,2187,132.8043975830078
1746010742.658206,2199,137.50279235839844
1746010915.5433273,2231,144.379150390625
1746011079.9060094,2262,159.61370849609375
1746011306.52908,2307,131.44772338867188
1746011727.3960025,2389,112.00399017333984
1746011963.4217973,2436,126.41744995117188
1746012052.5267544,2453,121.65302276611328
1746012063.1921136,2455,125.32592010498047
1746012090.2953866,2460,121.15890502929688
1746012217.3720942,2485,101.49396514892578
1746012222.5707452,2486,100.59323120117188
1746012281.9539316,2498,106.96682739257812
1746012308.2768476,2503,100.10140228271484
1746012461.2094865,2532,119.40753173828125
1746013252.5751662,2685,117.94880676269531
1746013539.5516212,2740,129.12786865234375
1746014721.8897593,2967,117.0875244140625
1746015089.9740112,3038,95.84812927246094
1746015105.4041,3041,104.34857177734375
1746015733.5785456,3161,108.51216888427734
1746016087.3785806,3230,113.13980865478516
1746016170.128283,3246,122.2211685180664
1746016175.2719324,3247,118.96322631835938
1746016464.4955962,3305,93.31509399414062
1746017396.4937189,3480,98.77847290039062
1746018144.124374,3618,114.41619110107422
1746018154.5555441,3620,131.7999267578125
1746018435.7522302,3670,96.42445373535156
1746018822.3309772,3741,39.40806579589844
1746019209.9611733,3814,39.69945526123047
1746019246.3242886,3821,38.62464904785156
1746019794.2477427,3928,76.84164428710938
1746019935.722412,3956,92.36225891113281
1746020353.0364933,4036,108.79901123046875
1746020661.1636684,4098,114.86279296875
1746021139.64849,4196,103.52886199951172
1746021309.3388622,4232,122.39846801757812
1746021729.5011423,4317,80.38021850585938
1746022130.7809303,4400,94.4368896484375
1746022564.0077515,4492,106.73904418945312
1746022642.2402694,4509,105.12803649902344
1746022739.210138,4530,108.4445571899414
1746023356.8792586,4664,109.9462890625
1746023375.9097602,4668,109.90384674072266
1746023413.3203647,4676,134.1187744140625
1746023964.2557151,4788,114.73727416992188
1746024035.5825346,4802,118.024658203125
1746024218.5351458,4840,116.43763732910156
1746024477.0789304,4894,72.73616027832031
1746024847.0405695,4971,82.3144302368164
1746025220.4451785,5050,50.642059326171875
1746025230.1722157,5052,13.659502029418945
1746025484.529129,5106,19.12759780883789
1746025616.6029716,5134,78.57012939453125
1746026628.9778445,5345,36.52889633178711
1746026692.2684999,5359,43.64887237548828
1746026974.681704,5420,77.45660400390625
1746027567.952265,5549,103.89439392089844
1746028154.947482,5679,43.818748474121094
1746028351.6679056,5723,63.64369201660156
1746028721.7923138,5808,79.8766860961914
1746028965.997903,5864,56.59584045410156
1746028995.3667722,5871,55.980587005615234
1746029148.8190339,5907,19.272422790527344
1746029500.5963955,5990,98.0264663696289
1746029587.3770094,6010,84.88898468017578
1746030095.701407,6131,117.51596069335938
1746030352.492862,6200,83.08364868164062
1746030399.4281297,6213,85.72880554199219
1746030420.707729,6219,91.23597717285156
1746030661.5084674,6289,97.857177734375
1746030741.2947586,6312,88.51248168945312
1746030979.8525496,6376,69.7940673828125
1746031573.0880935,6520,104.95700073242188
1746031798.5781722,6574,135.18170166015625
1746031916.2826936,6603,130.51458740234375
1746032297.4959946,6696,97.70782470703125
1746032309.5978754,6699,72.18734741210938
1746032357.12788,6711,76.69918823242188
1746032901.3098028,6854,128.19923400878906
1746033353.279232,6966,95.89776611328125
1746033455.34732,6992,136.15403747558594
1746033935.6081886,7114,158.4312744140625
1746034098.392441,7155,142.7816162109375
1746034690.6781015,7311,104.52708435058594
1746034960.887406,7382,129.4032745361328
1746035216.4292617,7450,116.64154052734375
1746035254.248411,7460,149.68577575683594
1746035265.4836786,7463,144.62521362304688
1746035321.6045241,7478,112.47749328613281
1746035445.447502,7511,101.44975280761719
1746036129.7015142,7693,143.75082397460938
1746036473.0103407,7788,169.43499755859375
1746036507.7784953,7798,152.57716369628906
1746036628.99296,7833,139.31124877929688
1746037213.9777346,7991,156.1640625
1746037485.1060886,8066,174.73333740234375
1746037891.3471851,8180,161.36805725097656
1746038027.6166623,8221,162.51708984375
1746038512.148287,8363,176.81353759765625
1746038529.1621044,8368,180.15771484375
1746038560.0570335,8377,158.10963439941406
1746038879.9353068,8470,175.83489990234375
1746038975.7301278,8498,167.62449645996094
1746039010.4514766,8508,178.995361328125
1746039323.2693202,8601,176.69186401367188
1746039440.8780308,8635,163.88717651367188
