Wall time,Step,Value
1749443106.2089076,13,0.0
1749443197.782358,172,0.0
1749443218.174123,208,0.0
1749443225.2192466,220,0.0
1749443233.2424817,234,0.0
1749443237.32367,241,0.0
1749443242.0389745,249,0.0
1749443244.2231321,253,0.0
1749443251.871684,266,0.0
1749443253.5527096,269,0.0
1749443255.3633587,272,0.0
1749443255.8413174,273,0.0
1749443256.3853917,274,0.0
1749443261.5416734,283,0.0
1749443274.988781,305,0.0
1749443293.817104,338,0.0
1749443304.4456992,356,0.0
1749443318.7818427,379,0.0
1749443322.8860366,385,0.0
1749443332.1973996,400,0.0
1749443342.4809504,416,0.0
1749443346.1974788,421,0.0
1749443350.440958,428,0.0
1749443363.271354,448,0.0
1749443377.976642,471,0.0
1749443383.836643,480,0.0
1749443412.1422884,522,0.0
1749443440.3403118,554,0.0
1749443447.6991167,561,0.0
1749443468.5996163,581,0.0
1749443492.0504909,601,0.0
1749443517.4173973,621,0.0
1749443583.738645,664,0.0
1749443626.6795855,688,0.0
1749443822.031819,780,0.0
1749443904.5012503,817,0.0
1749443935.5722835,831,0.0
1749443969.0925143,846,0.0
1749443995.8001823,858,0.0
1749444038.3561976,877,0.0
1749444061.9487925,888,0.0
1749444149.0487714,927,0.0
1749444177.7515113,940,0.0
1749444259.0562754,977,0.0
1749444286.161848,989,0.0
1749444363.623219,1024,0.0
1749444475.5149012,1075,0.0
1749444776.6287186,1211,0.0
1749444805.484801,1224,0.0
1749444992.0318508,1308,0.0
1749445109.5949707,1362,0.0
1749445192.4907563,1399,0.0
1749445232.4329474,1417,0.0
1749445382.820196,1485,0.0
1749445493.839264,1535,0.0
1749445778.5875385,1664,0.0
1749445907.2750435,1722,0.0
1749445994.081128,1761,0.0
1749446058.5924401,1790,0.0
1749446118.228568,1817,0.0
1749446191.43579,1850,0.0
1749446358.966818,1925,0.0
1749446483.3912387,1981,0.0
1749446623.0124068,2044,0.0
1749447209.4683566,2307,0.0
1749447246.3702,2324,0.0
1749447360.4306078,2375,0.0
1749447458.762877,2419,0.0
1749447502.532016,2439,0.0
1749447614.3933685,2489,0.0
1749447832.5065923,2587,0.0
1749447904.139312,2619,0.0
1749447973.4894128,2650,0.0
1749448887.2754588,3060,0.0
1749448961.5048375,3093,0.0
1749449993.1387658,3542,0.0
1749450077.3150425,3580,0.0
1749450911.6277514,3955,0.0
1749450978.213569,3985,0.0
1749451045.3147278,4015,0.0
1749451294.229546,4126,0.0
1749451338.080776,4146,0.0
