Wall time,Step,Value
1750086836.864267,71,0.0
1750086845.289484,108,0.0
1750086845.9084823,111,0.0
1750086850.0134706,128,0.0
1750086850.7524693,131,0.0
1750086879.6208794,162,0.0
1750086880.3698773,165,0.0
1750086880.599877,166,0.0
1750086883.7138684,180,0.0
1750086884.0168674,182,0.0
1750086884.4418666,184,0.0
1750086887.903857,200,0.0
1750086891.575847,216,0.0
1750086891.7208471,217,0.0
1750086897.0708327,241,0.0
1750086901.6555793,262,0.0
1750086907.6781266,290,0.0
1750086909.3971088,298,0.0
1750086928.3512244,382,0.0
1750086933.5677335,405,0.0
1750086936.108504,416,0.0
1750086938.2287428,425,0.0
1750086940.0395844,433,0.0
1750088041.167909,534,0.0
1750088051.3232245,571,0.0
1750088057.2287962,593,0.0
1750088086.3375115,684,0.0
1750088092.7874978,706,0.0
1750088098.6868982,728,0.0
1750088110.0697339,765,0.0
1750088124.3675144,815,0.0
1750088152.8862295,906,0.0
1750088156.9274704,921,0.0
1750088189.170491,1025,0.0
1750088192.5213766,1037,0.0
1750088204.722097,1073,0.0
1750088230.8040807,1151,0.0
1750088236.0623236,1169,0.0
1750088258.7769365,1245,0.0
1750088283.1575327,1311,0.0
1750088306.4692335,1374,0.0
1750088321.9606555,1421,0.0
1750088363.8713107,1527,0.0
1750088390.2484977,1574,0.0
1750088404.6331775,1597,0.0
1750088454.6051612,1702,0.0
1750088473.088694,1729,0.0
1750088510.899732,1788,0.0
1750088541.727165,1832,0.0
1750088555.7096674,1850,0.0
1750088570.8070953,1869,0.0
1750088612.4798272,1936,0.0
1750088636.037801,1971,0.0
1750088677.671508,2071,0.0
1750088770.2658868,2254,0.0
1750088794.4356043,2296,0.0
1750088870.2461278,2401,0.0
1750088894.91098,2432,0.0
1750088922.0643728,2464,0.0
1750088994.3517017,2546,0.0
1750089034.3641927,2590,0.0
1750089119.7805293,2678,0.0
1750089198.6280825,2764,0.0
1750089254.3731902,2824,0.0
1750089307.6570015,2881,0.0
1750089321.7512925,2898,0.0
1750089660.6158633,3250,0.0
1750089698.0333292,3289,0.0
1750089803.2202716,3398,0.0
1750089873.568026,3469,0.0
1750089915.1066332,3511,0.0
1750089975.1686869,3573,0.0
1750090244.7804892,3842,0.0
1750090529.4334626,4118,0.0
1750090726.2379804,4306,0.0
1750091054.5851812,4610,0.0
1750091106.9367552,4660,0.0
1750091118.39736,4671,0.0
1750091317.36745,4859,0.0
1750091342.7416193,4885,0.0
1750091405.4230611,4946,0.0
1750091451.0694845,4989,0.0
1750091679.8736973,5204,0.0
1750091732.4321675,5253,0.0
1750091909.366074,5418,0.0
1750092045.244672,5548,0.0
1750092068.897001,5571,0.0
1750092154.8831134,5651,0.0
1750092379.7874022,5861,0.0
1750092435.3615022,5915,0.0
1750092475.0669274,5955,0.0
1750092526.717063,6005,0.0
1750092591.6004846,6066,0.0
1750092650.0417433,6122,0.0
1750092809.2541196,6281,0.0
1750092881.188675,6349,0.0
1750092933.327318,6399,0.0
1750092985.9748545,6451,0.0
1750093033.075534,6498,0.0
1750093062.3703911,6526,0.0
1750093137.7584264,6600,0.0
1750093229.9488442,6690,0.0
1750093287.549638,6749,0.0
1750093416.217223,6873,0.0
1750093538.1209188,6994,0.0
1750093657.5656483,7111,0.0
1750093737.5795856,7193,0.0
1750093761.2807212,7218,0.0
1750093811.529871,7268,0.0
1750093851.3403287,7307,0.0
1750094003.318675,7455,0.0
1750094044.6758134,7496,0.0
1750094228.7860606,7678,0.0
1750094250.8769932,7699,0.0
1750094278.4489017,7727,0.0
1750094308.9063969,7758,0.0
1750094424.8620586,7875,0.019999999552965164
1750094451.1875556,7901,0.019999999552965164
1750094525.0467439,7974,0.019999999552965164
1750094684.4185252,8135,0.019999999552965164
1750094717.7051141,8168,0.019999999552965164
1750094852.4120033,8302,0.019999999552965164
1750094875.3491023,8325,0.019999999552965164
1750095041.3732696,8488,0.019999999552965164
1750095067.7152388,8515,0.019999999552965164
1750095467.0454993,8913,0.019999999552965164
1750095697.016636,9117,0.019999999552965164
1750095883.5457666,9298,0.019999999552965164
1750095938.064342,9352,0.019999999552965164
1750095995.799667,9411,0.019999999552965164
1750096145.8866599,9560,0.019999999552965164
1750096326.3099327,9743,0.019999999552965164
1750096411.9981458,9825,0.019999999552965164
1750096460.661692,9873,0.019999999552965164
1750096487.1988585,9899,0.019999999552965164
1750096768.481161,10173,0.03999999910593033
1750096803.835289,10207,0.03999999910593033
1750096838.0670962,10243,0.03999999910593033
1750096879.8770747,10286,0.05999999865889549
1750097019.7217443,10427,0.05999999865889549
1750097159.261333,10566,0.05999999865889549
1750097232.8533144,10640,0.05999999865889549
1750097265.2643228,10671,0.05999999865889549
1750097299.569817,10704,0.05999999865889549
1750097362.915996,10766,0.05999999865889549
1750097400.5920188,10803,0.03999999910593033
1750097430.21597,10832,0.03999999910593033
1750097464.3690684,10866,0.03999999910593033
1750097513.029223,10914,0.03999999910593033
1750097552.725562,10955,0.03999999910593033
1750097631.4797304,11032,0.03999999910593033
1750097711.9990597,11113,0.03999999910593033
1750097794.1935885,11193,0.03999999910593033
1750098087.699598,11482,0.05999999865889549
